time,pitch,force,vel_a,vel_b
1776095457.1292853,,,0.0,0.0
1776095457.131792,,,0.0,0.0
1776095457.1343052,,,0.0,0.0
1776095457.1368103,,,0.0,0.0
1776095457.1393788,,,0.0,0.0
1776095457.1418135,,,0.0,0.0
1776095457.144299,,,0.0,0.0
1776095457.1468167,,,0.0,0.0
1776095457.1492865,,,0.0,0.0
1776095457.1517973,,,0.0,0.0
1776095457.154326,,,0.0,0.0
1776095457.1568437,,,0.0,0.0
1776095457.1592944,,,0.0,0.0
1776095457.1617982,,,0.0,0.0
1776095457.1643026,,,0.0,0.0
1776095457.166804,,,0.0,0.0
1776095457.169305,,,0.0,0.0
1776095457.1718092,,,0.0,0.0
1776095457.1742992,,,0.0,0.0
1776095457.1768274,,,0.0,0.0
1776095457.1793087,,,0.0,0.0
1776095457.181811,,,0.0,0.0
1776095457.184301,,,0.0,0.0
1776095457.1868286,,,0.0,0.0
1776095457.1893315,,,0.0,0.0
1776095457.1918232,,,0.0,0.0
1776095457.1943188,,,0.0,0.0
1776095457.1968117,,,0.0,0.0
1776095457.1993122,,,0.0,0.0
1776095457.2018127,,,0.0,0.0
1776095457.2043025,,,0.0,0.0
1776095457.2068312,,,0.0,0.0
1776095457.2093403,,,0.0,0.0
1776095457.211839,,,0.0,0.0
1776095457.214328,,,0.0,0.0
1776095457.216838,,,0.0,0.0
1776095457.2193072,,,0.0,0.0
1776095457.221798,,,0.0,0.0
1776095457.224281,,,0.0,0.0
1776095457.2268114,,,0.0,0.0
1776095457.2293057,,,0.0,0.0
1776095457.231808,,,0.0,0.0
1776095457.2342932,,,0.0,0.0
1776095457.236806,,,0.0,0.0
1776095457.2392955,,,0.0,0.0
1776095457.2418203,,,0.0,0.0
1776095457.2443163,,,0.0,0.0
1776095457.246848,,,0.0,0.0
1776095457.2493098,,,0.0,0.0
1776095457.2518137,,,0.0,0.0
1776095457.2543068,,,0.0,0.0
1776095457.2568123,,,0.0,0.0
1776095457.2592945,,,0.0,0.0
1776095457.2618086,,,0.0,0.0
1776095457.2643082,,,0.0,0.0
1776095457.266818,,,0.0,0.0
1776095457.2693138,,,0.0,0.0
1776095457.2718196,,,0.0,0.0
1776095457.2742999,,,0.0,0.0
1776095457.2772233,,,0.0,0.0
1776095457.2793381,,,0.0,0.0
1776095457.2818136,,,0.0,0.0
1776095457.28428,,,0.0,0.0
1776095457.2868342,,,0.0,0.0
1776095457.289278,,,0.0,0.0
1776095457.291795,,,0.0,0.0
1776095457.294282,,,0.0,0.0
1776095457.2968352,,,0.0,0.0
1776095457.2993119,,,0.0,0.0
1776095457.301837,,,0.0,0.0
1776095457.3043327,,,0.0,0.0
1776095457.306846,,,0.0,0.0
1776095457.3092523,,,0.0,0.0
1776095457.311843,,,0.0,0.0
1776095457.3143325,,,0.0,0.0
1776095457.3168037,,,0.0,0.0
1776095457.319273,,,0.0,0.0
1776095457.321784,,,0.0,0.0
1776095457.324266,,,0.0,0.0
1776095457.32678,,,0.0,0.0
1776095457.3293061,,,0.0,0.0
1776095457.3318279,,,0.0,0.0
1776095457.3343806,,,0.0,0.0
1776095457.3368878,,,0.0,0.0
1776095457.3392732,,,0.0,0.0
1776095457.3418124,,,0.0,0.0
1776095457.3442824,,,0.0,0.0
1776095457.3467958,,,0.0,0.0
1776095457.3492894,,,0.0,0.0
1776095457.3517885,,,0.0,0.0
1776095457.3542788,,,0.0,0.0
1776095457.3568826,,,0.0,0.0
1776095457.3593445,,,0.0,0.0
1776095457.3618426,,,0.0,0.0
1776095457.3643312,,,0.0,0.0
1776095457.3669488,,,0.0,0.0
1776095457.3692737,,,0.0,0.0
1776095457.3717737,,,0.0,0.0
1776095457.3742535,,,0.0,0.0
1776095457.3767905,,,0.0,0.0
1776095457.379283,,,0.0,0.0
1776095457.381822,,,0.0,0.0
1776095457.3843098,,,0.0,0.0
1776095457.3868394,,,0.0,0.0
1776095457.3893266,,,0.0,0.0
1776095457.3918507,,,0.0,0.0
1776095457.3943114,,,0.0,0.0
1776095457.3968608,,,0.0,0.0
1776095457.3992786,,,0.0,0.0
1776095457.4017892,,,0.0,0.0
1776095457.4042845,,,0.0,0.0
1776095457.4067953,,,0.0,0.0
1776095457.409305,,,0.0,0.0
1776095457.4118094,,,0.0,0.0
1776095457.4143167,,,0.0,0.0
1776095457.4168286,,,0.0,0.0
1776095457.419322,,,0.0,0.0
1776095457.421825,,,0.0,0.0
1776095457.4243095,,,0.0,0.0
1776095457.4268482,,,0.0,0.0
1776095457.4293168,,,0.0,0.0
1776095457.4318197,,,0.0,0.0
1776095457.4342923,,,0.0,0.0
1776095457.436809,,,0.0,0.0
1776095457.4392986,,,0.0,0.0
1776095457.4418018,,,0.0,0.0
1776095457.4442997,,,0.0,0.0
1776095457.446828,,,0.0,0.0
1776095457.4493198,,,0.0,0.0
1776095457.4518368,,,0.0,0.0
1776095457.454315,,,0.0,0.0
1776095457.45684,,,0.0,0.0
1776095457.4593134,,,0.0,0.0
1776095457.461809,,,0.0,0.0
1776095457.4643042,,,0.0,0.0
1776095457.4668112,,,0.0,0.0
1776095457.4693255,,,0.0,0.0
1776095457.4718144,,,0.0,0.0
1776095457.4743,,,0.0,0.0
1776095457.476819,,,0.0,0.0
1776095457.4793086,,,0.0,0.0
1776095457.4818254,,,0.0,0.0
1776095457.4843152,,,0.0,0.0
1776095457.4868443,,,0.0,0.0
1776095457.4893074,,,0.0,0.0
1776095457.4918077,,,0.0,0.0
1776095457.4943001,,,0.0,0.0
1776095457.4968154,,,0.0,0.0
1776095457.4993188,,,0.0,0.0
1776095457.5018122,,,0.0,0.0
1776095457.504284,,,0.0,0.0
1776095457.5068154,,,0.0,0.0
1776095457.5093226,,,0.0,0.0
1776095457.5118427,,,0.0,0.0
1776095457.5146248,,,0.0,0.0
1776095457.516865,,,0.0,0.0
1776095457.5193582,,,0.0,0.0
1776095457.5218074,,,0.0,0.0
1776095457.5243018,,,0.0,0.0
1776095457.5268118,,,0.0,0.0
1776095457.529315,,,0.0,0.0
1776095457.531815,,,0.0,0.0
1776095457.5343142,,,0.0,0.0
1776095457.536811,,,0.0,0.0
1776095457.5393102,,,0.0,0.0
1776095457.5418181,,,0.0,0.0
1776095457.5443351,,,0.0,0.0
1776095457.54684,,,0.0,0.0
1776095457.549833,,,0.0,0.0
1776095457.5518835,,,0.0,0.0
1776095457.554304,,,0.0,0.0
1776095457.5567975,,,0.0,0.0
1776095457.559314,,,0.0,0.0
1776095457.5617914,,,0.0,0.0
1776095457.5642796,,,0.0,0.0
1776095457.566783,,,0.0,0.0
1776095457.569278,,,0.0,0.0
1776095457.5718179,,,0.0,0.0
1776095457.5743084,,,0.0,0.0
1776095457.5768785,,,0.0,0.0
1776095457.5793056,,,0.0,0.0
1776095457.581794,,,0.0,0.0
1776095457.5842931,,,0.0,0.0
1776095457.586776,,,0.0,0.0
1776095457.5893085,,,0.0,0.0
1776095457.5918195,,,0.0,0.0
1776095457.5942993,,,0.0,0.0
1776095457.596814,,,0.0,0.0
1776095457.599312,,,0.0,0.0
1776095457.6018238,,,0.0,0.0
1776095457.604317,,,0.0,0.0
1776095457.6068404,,,0.0,0.0
1776095457.6093256,,,0.0,0.0
1776095457.6119895,,,0.0,0.0
1776095457.6143467,,,0.0,0.0
1776095457.6168227,,,0.0,0.0
1776095457.6193838,,,0.0,0.0
1776095457.621776,,,0.0,0.0
1776095457.6242862,,,0.0,0.0
1776095457.6267798,,,0.0,0.0
1776095457.6293123,,,0.0,0.0
1776095457.6318252,,,0.0,0.0
1776095457.6343136,,,0.0,0.0
1776095457.6368399,,,0.0,0.0
1776095457.6393135,,,0.0,0.0
1776095457.6417685,,,0.0,0.0
1776095457.6442614,,,0.0,0.0
1776095457.64678,,,0.0,0.0
1776095457.649268,,,0.0,0.0
1776095457.651839,,,0.0,0.0
1776095457.6543274,,,0.0,0.0
1776095457.6568298,,,0.0,0.0
1776095457.6593368,,,0.0,0.0
1776095457.661837,,,0.0,0.0
1776095457.6643326,,,0.0,0.0
1776095457.6668637,,,0.0,0.0
1776095457.669304,,,0.0,0.0
1776095457.671808,,,0.0,0.0
1776095457.674287,,,0.0,0.0
1776095457.6768181,,,0.0,0.0
1776095457.679283,,,0.0,0.0
1776095457.6818273,,,0.0,0.0
1776095457.6843026,,,0.0,0.0
1776095457.6868355,,,0.0,0.0
1776095457.689301,,,0.0,0.0
1776095457.691823,,,0.0,0.0
1776095457.6943018,,,0.0,0.0
1776095457.6968286,,,0.0,0.0
1776095457.6993136,,,0.0,0.0
1776095457.70182,,,0.0,0.0
1776095457.704296,,,0.0,0.0
1776095457.7068157,,,0.0,0.0
1776095457.7093031,,,0.0,0.0
1776095457.7118142,,,0.0,0.0
1776095457.7142973,,,0.0,0.0
1776095457.7168179,,,0.0,0.0
1776095457.7193131,,,0.0,0.0
1776095457.7218328,,,0.0,0.0
1776095457.7243032,,,0.0,0.0
1776095457.726835,,,0.0,0.0
1776095457.7293148,,,0.0,0.0
1776095457.7318172,,,0.0,0.0
1776095457.7343059,,,0.0,0.0
1776095457.7368095,,,0.0,0.0
1776095457.739298,,,0.0,0.0
1776095457.741806,,,0.0,0.0
1776095457.7443159,,,0.0,0.0
1776095457.746806,,,0.0,0.0
1776095457.7493167,,,0.0,0.0
1776095457.751822,,,0.0,0.0
1776095457.7543225,,,0.0,0.0
1776095457.7568388,,,0.0,0.0
1776095457.7593036,,,0.0,0.0
1776095457.76182,,,0.0,0.0
1776095457.764301,,,0.0,0.0
1776095457.766807,,,0.0,0.0
1776095457.7693048,,,0.0,0.0
1776095457.7718198,,,0.0,0.0
1776095457.774292,,,0.0,0.0
1776095457.7768419,,,0.0,0.0
1776095457.779312,,,0.0,0.0
1776095457.7818222,,,0.0,0.0
1776095457.7843244,,,0.0,0.0
1776095457.786839,,,0.0,0.0
1776095457.7893112,,,0.0,0.0
1776095457.7918584,,,0.0,0.0
1776095457.7943132,,,0.0,0.0
1776095457.7968128,,,0.0,0.0
1776095457.7992976,,,0.0,0.0
1776095457.8018277,,,0.0,0.0
1776095457.8043144,,,0.0,0.0
1776095457.8068144,,,0.0,0.0
1776095457.8092911,,,0.0,0.0
1776095457.8118317,,,0.0,0.0
1776095457.8143158,,,0.0,0.0
1776095457.8168218,,,0.0,0.0
1776095457.8192785,,,0.0,0.0
1776095457.8218012,,,0.0,0.0
1776095457.8242958,,,0.0,0.0
1776095457.8268626,,,0.0,0.0
1776095457.8293028,,,0.0,0.0
1776095457.8318355,,,0.0,0.0
1776095457.8342817,,,0.0,0.0
1776095457.8367977,,,0.0,0.0
1776095457.8393433,,,0.0,0.0
1776095457.8418164,,,0.0,0.0
1776095457.8442876,,,0.0,0.0
1776095457.846814,,,0.0,0.0
1776095457.8492813,,,0.0,0.0
1776095457.8517973,,,0.0,0.0
1776095457.8543088,,,0.0,0.0
1776095457.8568084,,,0.0,0.0
1776095457.8593097,,,0.0,0.0
1776095457.8618202,,,0.0,0.0
1776095457.864317,,,0.0,0.0
1776095457.8668172,,,0.0,0.0
1776095457.8693047,,,0.0,0.0
1776095457.8718069,,,0.0,0.0
1776095457.8743107,,,0.0,0.0
1776095457.8768544,,,0.0,0.0
1776095457.8793044,,,0.0,0.0
1776095457.8818247,,,0.0,0.0
1776095457.884318,,,0.0,0.0
1776095457.8868165,,,0.0,0.0
1776095457.8892837,,,0.0,0.0
1776095457.8917952,,,0.0,0.0
1776095457.8943105,,,0.0,0.0
1776095457.896806,,,0.0,0.0
1776095457.8992987,,,0.0,0.0
1776095457.9017794,,,0.0,0.0
1776095457.9043896,,,0.0,0.0
1776095457.9068453,,,0.0,0.0
1776095457.9093149,,,0.0,0.0
1776095457.9118252,,,0.0,0.0
1776095457.9143085,,,0.0,0.0
1776095457.9168086,,,0.0,0.0
1776095457.9192894,,,0.0,0.0
1776095457.9218109,,,0.0,0.0
1776095457.9243126,,,0.0,0.0
1776095457.92683,,,0.0,0.0
1776095457.9293234,,,0.0,0.0
1776095457.9318063,,,0.0,0.0
1776095457.9343107,,,0.0,0.0
1776095457.936811,,,0.0,0.0
1776095457.9392896,,,0.0,0.0
1776095457.9417741,,,0.0,0.0
1776095457.944318,,,0.0,0.0
1776095457.9468148,,,0.0,0.0
1776095457.9493053,,,0.0,0.0
1776095457.9518206,,,0.0,0.0
1776095457.9543061,,,0.0,0.0
1776095457.9568086,,,0.0,0.0
1776095457.9593072,,,0.0,0.0
1776095457.9618366,,,0.0,0.0
1776095457.9643197,,,0.0,0.0
1776095457.966839,,,0.0,0.0
1776095457.9692943,,,0.0,0.0
1776095457.971822,,,0.0,0.0
1776095457.974307,,,0.0,0.0
1776095457.9768345,,,0.0,0.0
1776095457.9793117,,,0.0,0.0
1776095457.9818237,,,0.0,0.0
1776095457.9843202,,,0.0,0.0
1776095457.986844,,,0.0,0.0
1776095457.9893181,,,0.0,0.0
1776095457.9918756,,,0.0,0.0
1776095457.994321,,,0.0,0.0
1776095457.996889,,,0.0,0.0
1776095457.9992929,,,0.0,0.0
1776095458.0018094,,,0.0,0.0
1776095458.004289,,,0.0,0.0
1776095458.0067995,,,0.0,0.0
1776095458.0092776,,,0.0,0.0
1776095458.0117965,,,0.0,0.0
